gene_callers_id	source	accession	function	e_value
1118	COG24_CATEGORY	E!!!F	Amino acid transport and metabolism!!!Nucleotide transport and metabolism	0
1118	COG24_PATHWAY	COG0505	Arginine biosynthesis	1.59e-270
1118	KOfam	K01956	carbamoyl-phosphate synthase small subunit [EC:6.3.5.5]	2e-179
1118	KEGG_Module	M00051!!!M00978	De novo pyrimidine biosynthesis, glutamine (+ PRPP) => UMP!!!Ornithine-ammonia cycle	0.0
1118	KEGG_Class	M00051!!!M00978	Pathway modules; Nucleotide metabolism; Pyrimidine metabolism!!!Pathway modules; Amino acid metabolism; Arginine and proline metabolism	0.0
1118	KEGG_BRITE	ko00001!!!ko00001!!!ko00001!!!ko01000	KEGG Orthology (KO)>>>09100 Metabolism>>>09104 Nucleotide metabolism>>>00240 Pyrimidine metabolism [PATH:ko00240]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00220 Arginine biosynthesis [PATH:ko00220]!!!Enzymes>>>6. Ligases>>>6.3  Forming carbon-nitrogen bonds>>>6.3.5  Carbon-nitrogen ligases with glutamine as amido-N-donor>>>6.3.5.5  carbamoyl-phosphate synthase (glutamine-hydrolysing)	0.0
1118	Pfam	PF00988.29	Carbamoyl-phosphate synthase small chain, CPSase domain	1.7e-51
1118	Pfam	PF00117.35	Glutamine amidotransferase class-I	1.6e-55
1118	Pfam	PF07722.20	Peptidase C26	1.1e-07
1119	prodigal	WP_001126264.1	carbamoyl-phosphate synthase large subunit (carB)	0
1119	GENBANK_LOCUS_TAG	SAUSA300_RS05940	SAUSA300_RS05940	0
1119	COG24_FUNCTION	COG0458	Carbamoylphosphate synthase large subunit (CarB) (PDB:1C30)	0
1119	COG24_CATEGORY	E!!!F	Amino acid transport and metabolism!!!Nucleotide transport and metabolism	0
1119	COG24_PATHWAY	COG0458	Arginine biosynthesis	0
1119	KOfam	K01955	carbamoyl-phosphate synthase large subunit [EC:6.3.5.5]	0
1119	KEGG_Module	M00051!!!M00978	De novo pyrimidine biosynthesis, glutamine (+ PRPP) => UMP!!!Ornithine-ammonia cycle	0.0
1119	KEGG_Class	M00051!!!M00978	Pathway modules; Nucleotide metabolism; Pyrimidine metabolism!!!Pathway modules; Amino acid metabolism; Arginine and proline metabolism	0.0
1119	KEGG_BRITE	ko00001!!!ko00001!!!ko00001!!!ko01000	KEGG Orthology (KO)>>>09100 Metabolism>>>09104 Nucleotide metabolism>>>00240 Pyrimidine metabolism [PATH:ko00240]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00220 Arginine biosynthesis [PATH:ko00220]!!!Enzymes>>>6. Ligases>>>6.3  Forming carbon-nitrogen bonds>>>6.3.5  Carbon-nitrogen ligases with glutamine as amido-N-donor>>>6.3.5.5  carbamoyl-phosphate synthase (glutamine-hydrolysing)	0.0
1119	Pfam	PF02222.28	ATP-grasp domain	4.3e-19
1119	Pfam	PF02655.20	ATP-grasp domain	2e-20
1119	Pfam	PF13535.12	ATP-grasp domain	2.8e-09
1119	Pfam	PF13549.12	ATP-grasp domain	5.4e-09
1119	Pfam	PF15632.12	ATP-grasp in the biosynthetic pathway with Ter operon	1.5e-15
1119	Pfam	PF25596.2	Carbamoyl phosphate synthase preATP-grasp domain	4.7e-100
1119	Pfam	PF02786.23	Carbamoyl-phosphate synthase L chain, ATP binding domain	1.8e-123
1119	Pfam	PF02787.26	Carbamoyl-phosphate synthetase large chain, oligomerisation domain	9e-27
1119	Pfam	PF07478.19	D-ala D-ala ligase C-terminus	4.1e-21
1119	Pfam	PF01071.25	Phosphoribosylglycinamide synthetase, ATP-grasp (A) domain	8.4e-16
1119	Pfam	PF02142.28	MGS-like domain	3.4e-24
1119	Pfam	PF08443.17	RimK-like ATP-grasp domain	4e-08
1120	prodigal	WP_000654061.1	orotidine-5'-phosphate decarboxylase (pyrF)	0
1120	GENBANK_LOCUS_TAG	SAUSA300_RS05945	SAUSA300_RS05945	0
1120	COG24_FUNCTION	COG0284	Orotidine-5'-phosphate decarboxylase (PyrF) (PDB:1DBT)	1.28e-160
1120	COG24_CATEGORY	F	Nucleotide transport and metabolism	0
1120	COG24_PATHWAY	COG0284	Pyrimidine biosynthesis	1.28e-160
1120	KOfam	K01591	orotidine-5'-phosphate decarboxylase [EC:4.1.1.23]	1.1e-68
1120	KEGG_Module	M00051	De novo pyrimidine biosynthesis, glutamine (+ PRPP) => UMP	0.0
1120	KEGG_Class	M00051	Pathway modules; Nucleotide metabolism; Pyrimidine metabolism	0.0
1120	KEGG_BRITE	ko00001!!!ko01000	KEGG Orthology (KO)>>>09100 Metabolism>>>09104 Nucleotide metabolism>>>00240 Pyrimidine metabolism [PATH:ko00240]!!!Enzymes>>>4. Lyases>>>4.1  Carbon-carbon lyases>>>4.1.1  Carboxy-lyases>>>4.1.1.23  orotidine-5'-phosphate decarboxylase	0.0
1120	Pfam	PF00215.31	Orotidine 5'-phosphate decarboxylase / HUMPS family	2e-66
1121	prodigal	WP_001040245.1	orotate phosphoribosyltransferase (pyrE)	0
1121	GENBANK_LOCUS_TAG	SAUSA300_RS05950	SAUSA300_RS05950	0
1121	COG24_FUNCTION	COG0461	Orotate phosphoribosyltransferase (PyrE) (PDB:4WML)	9.82e-138
1121	COG24_CATEGORY	F	Nucleotide transport and metabolism	0
1121	COG24_PATHWAY	COG0461	Pyrimidine biosynthesis	9.82e-138
1121	KOfam	K00762	orotate phosphoribosyltransferase [EC:2.4.2.10]	2.6e-57
1121	KEGG_Module	M00051	De novo pyrimidine biosynthesis, glutamine (+ PRPP) => UMP	0.0
1121	KEGG_Class	M00051	Pathway modules; Nucleotide metabolism; Pyrimidine metabolism	0.0
1121	KEGG_BRITE	ko00001!!!ko01000	KEGG Orthology (KO)>>>09100 Metabolism>>>09104 Nucleotide metabolism>>>00240 Pyrimidine metabolism [PATH:ko00240]!!!Enzymes>>>2. Transferases>>>2.4  Glycosyltransferases>>>2.4.2  Pentosyltransferases>>>2.4.2.10  orotate phosphoribosyltransferase	0.0
1121	Pfam	PF00156.34	Phosphoribosyl transferase domain	5.4e-13
1122	GENBANK_LOCUS_TAG	SAUSA300_RS05955	SAUSA300_RS05955	0
1123	prodigal	WP_000354184.1	VOC family protein	0
1123	GENBANK_LOCUS_TAG	SAUSA300_RS05960	SAUSA300_RS05960	0
1123	COG24_FUNCTION	COG3865	Glyoxalase superfamily enzyme, possible 3-demethylubiquinone-9 3-methyltransferase (PDB:1TSJ)	1.08e-91
1123	COG24_CATEGORY	R	General function prediction only	0
1123	KOfam	K04750	PhnB protein	9.2e-22
1123	KEGG_BRITE	ko00001	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09194 Poorly characterized>>>99996 General function prediction only	0.0
1123	Pfam	PF06983.20	3-demethylubiquinone-9 3-methyltransferase	3.5e-40
1124	prodigal	WP_000312763.1	Rqc2 family fibronectin-binding protein	0
1124	GENBANK_LOCUS_TAG	SAUSA300_RS05965	SAUSA300_RS05965	0
1124	COG24_FUNCTION	COG1293	Ribosome quality control (RQC) protein RqcH, Rqc2/NEMF/Tae2 family, contains fibronectin-(FbpA) and RNA- (NFACT) binding domains (RqcH) (PDB:5H3W) (PUBMED:31155236;24646681)	0
1124	COG24_CATEGORY	J!!!O	Translation, ribosomal structure and biogenesis!!!Posttranslational modification, protein turnover, chaperones	0
1124	Pfam	PF05670.19	NFACT protein RNA binding domain	9.1e-12
1124	Pfam	PF18297.7	NFACT protein RNA binding domain	2.4e-07
1124	Pfam	PF05833.17	NFACT N-terminal and middle domains	3.8e-150
1125	prodigal	WP_000368227.1	guanylate kinase (gmk)	0
1125	GENBANK_LOCUS_TAG	SAUSA300_RS05970	SAUSA300_RS05970	0
1125	COG24_FUNCTION	COG0194	Guanylate kinase (Gmk) (PDB:1EX6)	1.45e-141
1125	COG24_CATEGORY	F	Nucleotide transport and metabolism	0
1125	KOfam	K00942	guanylate kinase [EC:2.7.4.8]	6.2e-81
1125	KEGG_Module	M00050	Guanine ribonucleotide biosynthesis, IMP => GDP,GTP	0.0
1125	KEGG_Class	M00050	Pathway modules; Nucleotide metabolism; Purine metabolism	0.0
1125	KEGG_BRITE	ko00001!!!ko01000	KEGG Orthology (KO)>>>09100 Metabolism>>>09104 Nucleotide metabolism>>>00230 Purine metabolism [PATH:ko00230]!!!Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.4  Phosphotransferases with a phosphate group as acceptor>>>2.7.4.8  guanylate kinase	0.0
1125	Pfam	PF00625.28	Guanylate kinase	6.4e-52
1126	prodigal	WP_000933956.1	DNA-directed RNA polymerase subunit omega (rpoZ)	0
1126	GENBANK_LOCUS_TAG	SAUSA300_RS05975	SAUSA300_RS05975	0
1126	COG24_FUNCTION	COG1758	DNA-directed RNA polymerase, subunit K/omega (RpoZ) (PDB:3LU0)	5.89e-45
1126	COG24_CATEGORY	K	Transcription	0
1126	COG24_PATHWAY	COG1758	RNA polymerase	5.89e-45
1126	KOfam	K03060	DNA-directed RNA polymerase subunit omega [EC:2.7.7.6]	1.6e-15
1126	KEGG_BRITE	ko00001!!!ko01000!!!ko03021!!!ko03400	KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09121 Transcription>>>03020 RNA polymerase [PATH:ko03020]!!!Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.7  Nucleotidyltransferases>>>2.7.7.6  DNA-directed RNA polymerase!!!Transcription machinery>>>Prokaryotic type>>>Bacterial type>>>RNA polymerase>>>Core subunits!!!DNA repair and recombination proteins>>>Prokaryotic type>>>SSBR (single strand breaks repair)>>>NER (nucleotide excision repair)>>>TCR (transcription coupled repair) factors>>>DNA-directed RNA polymerase complex (RNAP)	0.0
1126	Pfam	PF01192.28	RNA polymerase Rpb6 	7.5e-17
1127	prodigal	WP_000722165.1	bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC (coaBC)	0
1127	GENBANK_LOCUS_TAG	SAUSA300_RS05980	SAUSA300_RS05980	0
1127	COG24_FUNCTION	COG0452	Phosphopantothenoylcysteine synthetase/decarboxylase CoaBC (CoaBC) (PDB:3QJG)	9.05e-280
1127	COG24_CATEGORY	H	Coenzyme transport and metabolism	0
1127	COG24_PATHWAY	COG0452	Pantothenate/CoA biosynthesis	9.05e-280
1127	KOfam	K13038	phosphopantothenoylcysteine decarboxylase / phosphopantothenate---cysteine ligase [EC:4.1.1.36 6.3.2.5]	7.7e-167
1127	KEGG_Module	M00120!!!M00914	Coenzyme A biosynthesis, pantothenate => CoA!!!Coenzyme A biosynthesis, archaea, 2-oxoisovalerate => 4-phosphopantoate => CoA	0.0
1127	KEGG_Class	M00120!!!M00914	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism!!!Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	0.0
1127	KEGG_BRITE	ko00001!!!ko01000!!!ko01000	KEGG Orthology (KO)>>>09100 Metabolism>>>09108 Metabolism of cofactors and vitamins>>>00770 Pantothenate and CoA biosynthesis [PATH:ko00770]!!!Enzymes>>>4. Lyases>>>4.1  Carbon-carbon lyases>>>4.1.1  Carboxy-lyases>>>4.1.1.36  phosphopantothenoylcysteine decarboxylase!!!Enzymes>>>6. Ligases>>>6.3  Forming carbon-nitrogen bonds>>>6.3.2  Acid-D-amino-acid ligases (peptide synthases)>>>6.3.2.5  phosphopantothenate---cysteine ligase (CTP)	0.0
1127	Pfam	PF04127.23	DNA/pantothenate metabolism flavoprotein C-terminal domain	4.3e-82
1127	Pfam	PF02441.25	Flavoprotein	2.8e-38
1128	prodigal	WP_000560841.1	primosomal protein N' (priA)	0
1128	GENBANK_LOCUS_TAG	SAUSA300_RS05985	SAUSA300_RS05985	0
1128	COG24_FUNCTION	COG1198	Primosomal protein N' (replication factor Y) - superfamily II helicase (PriA) (PDB:6DCR)	0
1128	COG24_CATEGORY	L	Replication, recombination and repair	0
1128	KOfam	K04066	primosomal protein N' (replication factor Y) (superfamily II helicase) [EC:5.6.2.4]	1.9e-261
1128	KEGG_BRITE	ko00001!!!ko01000!!!ko03400	KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09124 Replication and repair>>>03440 Homologous recombination [PATH:ko03440]!!!Enzymes>>>5. Isomerases>>>5.6  Isomerases altering macromolecular conformation>>>5.6.2  Enzymes altering nucleic acid conformation>>>5.6.2.4  DNA 3'-5' helicase!!!DNA repair and recombination proteins>>>Prokaryotic type>>>DSBR (double strand breaks repair)>>>HR (homologous recombination)>>>RecBC pathway proteins	0.0
1128	Pfam	PF00270.36	DEAD/DEAH box helicase	1.4e-20
1128	Pfam	PF00271.38	Helicase conserved C-terminal domain	1.2e-13
1128	Pfam	PF17764.7	3'DNA-binding domain (3'BD)	1.6e-23
1128	Pfam	PF18074.7	Primosomal protein N C-terminal domain	2.6e-22
1128	Pfam	PF04851.22	Type III restriction enzyme, res subunit	1.6e-20
1128	Pfam	PF18319.8	PriA DNA helicase Cys-rich region (CRR) domain	2.6e-13
1129	GENBANK_LOCUS_TAG	SAUSA300_RS05990	SAUSA300_RS05990	0
1130	prodigal	WP_001198024.1	TM2 domain-containing protein	0
1130	GENBANK_LOCUS_TAG	SAUSA300_RS05995	SAUSA300_RS05995	0
1130	COG24_FUNCTION	COG2314	Uncharacterized membrane protein YozV, TM2 domain, contains pTyr (TM2) (PUBMED:27148221)	1.35e-41
1130	COG24_CATEGORY	R	General function prediction only	0
1130	Pfam	PF05154.22	TM2 domain	5.2e-20
1131	prodigal	WP_000985293.1	peptide deformylase	0
1131	GENBANK_LOCUS_TAG	SAUSA300_RS06000	SAUSA300_RS06000	0
1131	COG24_FUNCTION	COG0242	Peptide deformylase (Def) (PDB:1BS4)	1.66e-109
1131	COG24_CATEGORY	J	Translation, ribosomal structure and biogenesis	0
1131	KOfam	K01462	peptide deformylase [EC:3.5.1.88]	4e-38
1131	KEGG_BRITE	ko00001!!!ko01000	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09191 Unclassified: metabolism>>>99980 Enzymes with EC numbers!!!Enzymes>>>3. Hydrolases>>>3.5  Acting on carbon-nitrogen bonds, other than peptide bonds>>>3.5.1  In linear amides>>>3.5.1.88  peptide deformylase	0.0
1131	Pfam	PF01327.27	Polypeptide deformylase	6e-43
1132	prodigal	WP_000161299.1	methionyl-tRNA formyltransferase (fmt)	0
1132	GENBANK_LOCUS_TAG	SAUSA300_RS06005	SAUSA300_RS06005	0
1132	COG24_FUNCTION	COG0223	Methionyl-tRNA formyltransferase (Fmt) (PDB:1FMT)	3.33e-217
1132	COG24_CATEGORY	J	Translation, ribosomal structure and biogenesis	0
1132	KOfam	K00604	methionyl-tRNA formyltransferase [EC:2.1.2.9]	9e-108
1132	KEGG_BRITE	ko00001!!!ko01000	KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09122 Translation>>>00970 Aminoacyl-tRNA biosynthesis [PATH:ko00970]!!!Enzymes>>>2. Transferases>>>2.1  Transferring one-carbon groups>>>2.1.2  Hydroxymethyl-, formyl- and related transferases>>>2.1.2.9  methionyl-tRNA formyltransferase	0.0
1132	Pfam	PF02911.24	Formyl transferase, C-terminal domain	1.5e-28
1132	Pfam	PF00551.25	Formyl transferase	5.3e-42
1133	prodigal	WP_000572236.1	16S rRNA (cytosine(967)-C(5))-methyltransferase RsmB (rsmB)	0
1133	GENBANK_LOCUS_TAG	SAUSA300_RS06010	SAUSA300_RS06010	0
1133	COG24_FUNCTION	COG0144!!!COG0781	RNA cytosine C5-methylase, RsmB/RsmF/Trm4/Trm9 family, includes 16S rRNA C967/C1407 and tRNA-C34/C48 C5-methylases (RsmB) (PDB:2FRX) (PUBMED:20600111;25375641)!!!Transcription antitermination protein NusB (NusB) (PDB:1EY1) (PUBMED:21652641)	0
1133	COG24_CATEGORY	J!!!K	Translation, ribosomal structure and biogenesis!!!Transcription	0
1133	COG24_PATHWAY	COG0144!!!COG0781	16S rRNA modification	0
1133	KOfam	K03500	16S rRNA (cytosine967-C5)-methyltransferase [EC:2.1.1.176]	1.2e-123
1133	KEGG_BRITE	ko01000!!!ko03009	Enzymes>>>2. Transferases>>>2.1  Transferring one-carbon groups>>>2.1.1  Methyltransferases>>>2.1.1.176  16S rRNA (cytosine967-C5)-methyltransferase!!!Ribosome biogenesis>>>Prokaryotic type>>>rRNA modification factors>>>16S rRNA modification factors	0.0
1133	Pfam	PF13847.13	Methyltransferase domain	1.8e-09
1133	Pfam	PF01189.24	16S rRNA methyltransferase RsmB/F	1.1e-52
1133	Pfam	PF01029.24	NusB family	1.6e-34
1133	Pfam	PF22458.2	Methyltr_RsmF/B-like, ferredoxin-like domain	6.2e-13
1134	prodigal	WP_000626897.1	23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN (rlmN)	0
1134	GENBANK_LOCUS_TAG	SAUSA300_RS06015	SAUSA300_RS06015	0
1134	COG24_FUNCTION	COG0820	Adenine C2-methylase RlmN of 23S rRNA A2503 and tRNA A37 (RlmN) (PDB:3RFA)	1.1e-260
1134	COG24_CATEGORY	J	Translation, ribosomal structure and biogenesis	0
1134	COG24_PATHWAY	COG0820	23S rRNA modification	1.1e-260
1134	KOfam	K06941	23S rRNA (adenine2503-C2)-methyltransferase [EC:2.1.1.192]	5.6e-150
1134	KEGG_BRITE	ko01000!!!ko03009	Enzymes>>>2. Transferases>>>2.1  Transferring one-carbon groups>>>2.1.1  Methyltransferases>>>2.1.1.192  23S rRNA (adenine2503-C2)-methyltransferase!!!Ribosome biogenesis>>>Prokaryotic type>>>rRNA modification factors>>>23S rRNA modification factors	0.0
1134	Pfam	PF04055.28	Radical SAM superfamily	1.9e-19
1134	Pfam	PF21016.4	Ribosomal RNA large subunit methyltransferase N-terminal domain	1.5e-18
1135	prodigal	WP_000888494.1	protein-serine/threonine phosphatase Stp1	0
1135	GENBANK_LOCUS_TAG	SAUSA300_RS06020	SAUSA300_RS06020	0
1135	COG24_FUNCTION	COG0631	Serine/threonine protein phosphatase PrpC (PTC1) (PDB:6IHL)	5.57e-168
1135	COG24_CATEGORY	T	Signal transduction mechanisms	0
1135	KOfam	K20074	PPM family protein phosphatase [EC:3.1.3.16]	1.4e-80
1135	KEGG_BRITE	ko01000!!!ko01009	Enzymes>>>3. Hydrolases>>>3.1  Acting on ester bonds>>>3.1.3  Phosphoric-monoester hydrolases>>>3.1.3.16  protein-serine/threonine phosphatase!!!Protein phosphatases and associated proteins>>>Protein serine/threonine phosphatases>>>Mg2+- or Mn2+- dependent protein phosphatases (PPMs)>>>PPM1 phosphatases (PP2C)	0.0
1135	Pfam	PF00481.27	Protein phosphatase 2C	2e-17
1135	Pfam	PF13672.12	Protein phosphatase 2C	2.1e-15
1136	prodigal	WP_000579564.1	serine/threonine protein kinase Stk1 (pknB)	0
1136	GENBANK_LOCUS_TAG	SAUSA300_RS06025	SAUSA300_RS06025	0
1136	COG24_FUNCTION	COG0515!!!COG2815	Serine/threonine protein kinase, uncludes type III secretion system effector YopO (SPS1) (PDB:6G4J)!!!PASTA domain, binds beta-lactams (PASTA)	0
1136	COG24_CATEGORY	T!!!M	Signal transduction mechanisms!!!Cell wall/membrane/envelope biogenesis	0
1136	KOfam	K12132	eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1]	2.8e-100
1136	KEGG_BRITE	ko01000!!!ko01001	Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.11  Protein-serine/threonine kinases>>>2.7.11.1  non-specific serine/threonine protein kinase!!!Protein kinases>>>Serine/threonine kinases: Other>>>Bacterial family	0.0
1136	Pfam	PF03109.23	ABC1 atypical kinase-like domain	4.3e-07
1136	Pfam	PF03793.25	PASTA domain	3.2e-48
1136	Pfam	PF00069.32	Protein kinase domain	2.9e-59
1136	Pfam	PF07714.24	Protein tyrosine and serine/threonine kinase	6.3e-40
1136	Pfam	PF21160.3	Serine/threonine protein kinase-like, C-terminal PASTA-like domain	4.7e-40
1137	prodigal	WP_000847933.1	ribosome small subunit-dependent GTPase A (rsgA)	0
1137	GENBANK_LOCUS_TAG	SAUSA300_RS06030	SAUSA300_RS06030	0
1137	COG24_FUNCTION	COG1162	Ribosome biogenesis GTPase RsgA (RsgA) (PDB:1T9H)	3.75e-213
1137	COG24_CATEGORY	J	Translation, ribosomal structure and biogenesis	0
1137	KOfam	K06949	ribosome biogenesis GTPase / thiamine phosphate phosphatase [EC:3.6.1.- 3.1.3.100]	4.7e-84
1137	KEGG_BRITE	ko00001!!!ko01000!!!ko03009	KEGG Orthology (KO)>>>09100 Metabolism>>>09108 Metabolism of cofactors and vitamins>>>00730 Thiamine metabolism [PATH:ko00730]!!!Enzymes>>>3. Hydrolases>>>3.1  Acting on ester bonds>>>3.1.3  Phosphoric-monoester hydrolases>>>3.1.3.100  thiamine phosphate phosphatase!!!Ribosome biogenesis>>>Prokaryotic type>>>GTPases	0.0
1137	Pfam	PF01926.30	50S ribosome-binding GTPase	1e-05
1137	Pfam	PF03193.23	RsgA GTPase	3.7e-54
1137	Pfam	PF16745.12	RsgA N-terminal domain	7.6e-22
1138	prodigal	WP_000164332.1	ribulose-phosphate 3-epimerase (rpe)	0
1138	GENBANK_LOCUS_TAG	SAUSA300_RS06035	SAUSA300_RS06035	0
1138	COG24_FUNCTION	COG0036	Pentose-5-phosphate-3-epimerase (Rpe) (PDB:1H1Y)	2.23e-153
1138	COG24_CATEGORY	G	Carbohydrate transport and metabolism	0
1138	COG24_PATHWAY	COG0036	Pentose phosphate pathway	2.23e-153
1138	KOfam	K01783	ribulose-phosphate 3-epimerase [EC:5.1.3.1]	2e-94
1138	KEGG_Module	M00004!!!M00007!!!M00165	Pentose phosphate pathway (Pentose phosphate cycle)!!!Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P!!!Reductive pentose phosphate cycle (Calvin cycle)	0.0
1138	KEGG_Class	M00004!!!M00007!!!M00165	Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism!!!Pathway modules; Carbohydrate metabolism; Central carbohydrate metabolism!!!Pathway modules; Energy metabolism; Carbon fixation	0.0
1138	KEGG_BRITE	ko00001!!!ko00001!!!ko00001!!!ko01000	KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00030 Pentose phosphate pathway [PATH:ko00030]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09101 Carbohydrate metabolism>>>00040 Pentose and glucuronate interconversions [PATH:ko00040]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00710 Carbon fixation by Calvin cycle [PATH:ko00710]!!!Enzymes>>>5. Isomerases>>>5.1  Racemases and epimerases>>>5.1.3  Acting on carbohydrates and derivatives>>>5.1.3.1  ribulose-phosphate 3-epimerase	0.0
1138	Pfam	PF00834.26	Ribulose-phosphate 3 epimerase family	3.2e-76
1139	prodigal	WP_000547905.1	thiamine diphosphokinase	0
1139	GENBANK_LOCUS_TAG	SAUSA300_RS06040	SAUSA300_RS06040	0
1139	COG24_FUNCTION	COG1564	Thiamine pyrophosphokinase (ThiN) (PDB:1IG0)	9.42e-150
1139	COG24_CATEGORY	H	Coenzyme transport and metabolism	0
1139	COG24_PATHWAY	COG1564	Thiamine biosynthesis	9.42e-150
1139	KOfam	K00949	thiamine pyrophosphokinase [EC:2.7.6.2]	1.3e-37
1139	KEGG_Module	M00897!!!M00898	Thiamine biosynthesis, plants, AIR (+ NAD+) => TMP/thiamine/TPP!!!Thiamine biosynthesis, pyridoxal-5P => TMP/thiamine/TPP	0.0
1139	KEGG_Class	M00897!!!M00898	Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism!!!Pathway modules; Metabolism of cofactors and vitamins; Cofactor and vitamin metabolism	0.0
1139	KEGG_BRITE	ko00001!!!ko01000	KEGG Orthology (KO)>>>09100 Metabolism>>>09108 Metabolism of cofactors and vitamins>>>00730 Thiamine metabolism [PATH:ko00730]!!!Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.6  Diphosphotransferases>>>2.7.6.2  thiamine diphosphokinase	0.0
1139	Pfam	PF04265.20	Thiamin pyrophosphokinase, vitamin B1 binding domain	6.8e-16
1139	Pfam	PF04263.22	Thiamin pyrophosphokinase, catalytic domain	1.6e-24
1140	prodigal	WP_000517908.1	50S ribosomal protein L28 (rpmB)	0
1140	GENBANK_LOCUS_TAG	SAUSA300_RS06045	SAUSA300_RS06045	0
1140	COG24_FUNCTION	COG0227	Ribosomal protein L28 (RpmB) (PDB:2JZ6)	5.14e-37
1140	COG24_CATEGORY	J	Translation, ribosomal structure and biogenesis	0
1140	COG24_PATHWAY	COG0227	Ribosome 50S subunit	5.14e-37
1140	KOfam	K02902	large subunit ribosomal protein L28	5.3e-15
1140	KEGG_BRITE	ko00001!!!ko03011!!!ko03011	KEGG Orthology (KO)>>>09120 Genetic Information Processing>>>09122 Translation>>>03010 Ribosome [PATH:ko03010]!!!Ribosome>>>Ribosomal proteins>>>Mitochondria/ Chloroplast>>>Large subunit!!!Ribosome>>>Ribosomal proteins>>>Bacteria>>>Large subunit	0.0
1140	Pfam	PF00830.25	Ribosomal L28 family	9.5e-20
1141	prodigal	WP_000171418.1	Asp23/Gls24 family envelope stress response protein	0
1141	GENBANK_LOCUS_TAG	SAUSA300_RS06050	SAUSA300_RS06050	0
1141	COG24_FUNCTION	COG1302	Uncharacterized conserved protein YloU, alkaline shock protein (Asp23) family (YloU) (PUBMED:28579978)	2.16e-80
1141	COG24_CATEGORY	S	Function unknown	0
1141	Pfam	PF03780.19	Asp23 family, cell envelope-related function	2e-33
1142	prodigal	WP_000623903.1	fatty acid kinase catalytic subunit FakA (fakA)	0
1142	GENBANK_LOCUS_TAG	SAUSA300_RS06055	SAUSA300_RS06055	0
1142	COG24_FUNCTION	COG1461	Fatty acid kinase (FakA) (PDB:7RM7) (PUBMED:30429218;39454961)	0
1142	COG24_CATEGORY	I	Lipid transport and metabolism	0
1142	KOfam	K07030	fatty acid kinase [EC:2.7.2.18]	1.4e-175
1142	KEGG_BRITE	ko00001!!!ko01000	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09191 Unclassified: metabolism>>>99980 Enzymes with EC numbers!!!Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.2  Phosphotransferases with a carboxy group as acceptor>>>2.7.2.18  fatty acid kinase	0.0
1142	Pfam	PF02734.23	DAK2 domain	1.1e-43
1142	Pfam	PF13684.12	Fatty acid kinase subunit A-like, C-terminal	9.6e-85
1142	Pfam	PF21645.4	Fatty acid kinase subunit A-like, middle domain	1.2e-33
1143	prodigal	WP_001151499.1	ATP-dependent DNA helicase RecG (recG)	0
1143	GENBANK_LOCUS_TAG	SAUSA300_RS06060	SAUSA300_RS06060	0
1143	COG24_FUNCTION	COG1200	RecG-like helicase (RecG) (PDB:1GM5)	0
1143	COG24_CATEGORY	L	Replication, recombination and repair	0
1143	KOfam	K03655	ATP-dependent DNA helicase RecG [EC:5.6.2.4]	1.9e-216
